title,categoryName,city,totalScore,reviewsCount
"Gereja Katedral Bandung, Santo Petrus",Katedral Katolik,Kota Bandung,4.8,5284.0
Museum Mandala Wangsit Siliwangi,Museum Angkatan Bersenjata,Kota Bandung,4.5,1154.0
Pesona Nirwana Waterpark & Cottages / Resort,Taman Rekreasi Air,Kabupaten Bandung,4.3,2493.0
Kawasan Punclut,Tujuan Wisata,Kabupaten Bandung Barat,4.6,5370.0
Rainbow Garden Lembang,Taman,Kabupaten Bandung Barat,4.6,5242.0
Taman Kupu-Kupu Cihanjuang,Gedung Pernikahan,Kabupaten Bandung Barat,4.2,1751.0
Taman Balai Kota Bandung,Taman Kota,Kota Bandung,4.6,11840.0
Sudut Pandang Bandung,Tujuan Wisata,Kabupaten Bandung Barat,4.6,3281.0
Grand Maerakaca,Tourist attraction,Kota Semarang,4.4,5527.0
Semarang Contemporary Art Gallery,Art gallery,Kota Semarang,4.6,1856.0
Waroeng Semawis,Night market,Kota Semarang,4.5,9662.0
Obyek Wisata Goa Kreo,Tourist attraction,Kota Semarang,4.3,8084.0
"Kasunanan Palace, Surakarta Hadiningrat",Historical place museum,Kota Surakarta,4.6,16760.0
"Pasar Klewer, Solo",Traditional market,Kota Surakarta,4.5,10642.0
Pura Mangkunagaran,Historical landmark,Kota Surakarta,4.7,10323.0
Gede Hardjonagoro Market,Traditional market,Kota Surakarta,4.6,24569.0
House of Danar Hadi,Museum,Kota Surakarta,4.7,2592.0
Batik Shop Danar Hadi Slamet Riyadi,Boutique,Kota Surakarta,4.4,154.0
Pusat Batik Danar Hadi Solo,Clothing store,Kota Surakarta,4.5,114.0
Balekambang Park,City park,Kota Surakarta,4.5,3980.0
Forum Kampoeng Batik Laweyan,Association / Organization,Kota Surakarta,4.4,327.0
Pantai Nampu,Tourist attraction,Kabupaten Wonogiri,4.5,4308.0
Kampung Batik Kauman,Tourist attraction,Kota Surakarta,4.7,2876.0
Waduk Gadjah Mungkur,Reservoir,Kabupaten Wonogiri,4.4,888.0
"Sangiran Museum of Early Man, Ngebung Cluster",Museum,Kabupaten Sragen,4.5,6712.0
Museum Manusia Purba Sangiran Klaster Krikilan,Archaeological site,Kabupaten Sragen,4.6,2073.0
Museum Manusia Purba Klaster Bukuran,Museum,Kabupaten Sragen,4.5,436.0
Museum Manusia Purba Klaster Dayu,Museum,Kabupaten Karanganyar,4.5,927.0
Alun-Alun Kidul Surakarta,Park,Kota Surakarta,4.5,27648.0
Solo Safari,Zoo,Kota Surakarta,4.1,20597.0
Tumurun Museum,Art museum,Kota Surakarta,4.8,3304.0
Fort Vastenburg,Historical landmark,Kota Surakarta,4.5,16130.0
De Tjolomadoe,Museum,Kabupaten Karanganyar,4.6,22252.0
Pemandian Air Panas Bayanan,Thermal baths,Kabupaten Sragen,4.1,1242.0
Sriwedari Park,Park,Kota Surakarta,4.4,7401.0
Cengklik Reservoir,Reservoir,Kabupaten Boyolali,4.4,1202.0
Telaga Claket,Tourist attraction,Kabupaten Wonogiri,4.1,1679.0
NDayu Park,Amusement park,Kabupaten Sragen,4.1,2834.0
Girimanik Waterfall,Tourist attraction,Kabupaten Wonogiri,4.5,415.0
Ganthole Bawah (Menara Filter),Park,Kabupaten Wonogiri,4.4,304.0
Soko Langit,Tourist attraction,Kabupaten Wonogiri,4.2,2004.0
Air Terjun Jumog Pintu Masuk Utama,Tourist attraction,Kabupaten Karanganyar,4.6,1565.0
Kebun Teh Kemuning,Tree farm,Kabupaten Karanganyar,4.5,1638.0
Wisata Bukit Sekipan Tawangmangu,Tourist attraction,Kabupaten Karanganyar,4.4,13254.0
Telaga Madirda,Tourist attraction,Kabupaten Karanganyar,4.5,5672.0
Tenggir Park,Tourist attraction,Kabupaten Karanganyar,4.5,1441.0
Rumah Atsiri Indonesia,Tourist attraction,Kabupaten Karanganyar,4.7,7922.0
Bukit mongkrang,Hiking area,Kabupaten Karanganyar,4.8,351.0
Wisata Bukit Mongkrang,Hiking area,Kabupaten Karanganyar,4.8,975.0
Gunung Mongkrang,Mountain peak,Kabupaten Karanganyar,4.7,783.0
Air Terjun Parang Ijo,Tourist attraction,Kabupaten Karanganyar,4.3,1300.0
Paralayang Kemuning,Tourist attraction,Kabupaten Karanganyar,4.6,4925.0
Sapta Tirta,Tourist attraction,Kabupaten Karanganyar,4.3,762.0
Campground Sekipan,Campground,Kabupaten Karanganyar,4.5,1816.0
Sakura Hills,Park,Kabupaten Karanganyar,4.5,2809.0
Alun Alun Karanganyar,City park,Kabupaten Karanganyar,4.6,27429.0
Candi Kethek,Hindu temple,Kabupaten Karanganyar,4.7,226.0
Umbul Ponggok,Water park,Kabupaten Klaten,4.5,23024.0
Umbul Besuki,Water park,Kabupaten Klaten,4.5,2873.0
Bukit Cinta Watu Prahu Bayat,Tourist attraction,Kabupaten Klaten,4.1,2350.0
Umbul Sigedang-Kapilaler,Water park,Kabupaten Klaten,4.6,5293.0
Gondang Winangoen,Museum,Kabupaten Klaten,4.3,1429.0
Gondang Winangoen/Baru Sugar Mill,Historical landmark,Kabupaten Klaten,4.4,910.0
Umbul Kemanten,Water park,Kabupaten Klaten,4.5,12856.0
Tlatar Water Park,Tourist attraction,Kabupaten Boyolali,4.2,2972.0
Indrokilo Botanical Garden,Botanical garden,Kabupaten Boyolali,4.4,1838.0
Rowo Jombor Klaten,Tourist attraction,Kabupaten Klaten,4.4,7081.0
Mount Merbabu,Volcano,Kabupaten Boyolali,4.6,3071.0
Umbul Pengging,Water park,Kabupaten Boyolali,4.5,5306.0
Simpang Siaga Boyolali,City park,Kabupaten Boyolali,4.7,7094.0
Gedung Lembu Sora,Tourist attraction,Kabupaten Boyolali,4.5,1656.0
Arjuna Temple,Historical landmark,Banjarnegara,4.6,16169.0
New Selo,Hiking area,Kabupaten Boyolali,4.5,4212.0
Telaga Warna,Lake,Kabupaten Wonosobo,4.5,1346.0
Telaga Warna Dieng,Tourist attraction,Kabupaten Wonosobo,4.5,13314.0
Kawah Sikidang,Tourist attraction,Banjarnegara,4.4,31151.0
Sikunir Hill Dieng,Tourist attraction,Kabupaten Wonosobo,4.7,19012.0
Borobudur Temple,Buddhist temple,Kabupaten Magelang,4.7,104066.0
Telaga Menjer,Lake,Kabupaten Wonosobo,4.7,2535.0
Bukit Rhema Gereja Ayam,Church,Kabupaten Magelang,4.8,24348.0
Batu Pandang Ratapan Angin,Tourist attraction,Kabupaten Wonosobo,4.7,9724.0
Mendut Buddhist Monastery,Buddhist temple,Kabupaten Magelang,4.6,6262.0
Kedung Ombo Dam,Weir,Kabupaten Grobogan,4.1,1422.0
Nepal Van Java,Tourist attraction,Kabupaten Magelang,4.6,10127.0
Air Terjun Kedung Kayang,Tourist attraction,Kabupaten Magelang,4.6,2161.0
Ketep Pass Magelang,Tourist attraction,Kabupaten Magelang,4.5,20814.0
Taman Kyai Langgeng - Tempat Wisata Magelang,Tourist attraction,Kota Magelang,4.3,14035.0
Wisata Magelang,Travel agency,Kabupaten Magelang,4.6,323.0
Selogriyo Temple (740 MASL),Hindu temple,Kabupaten Magelang,4.5,587.0
"Candi Selogriyo, Entrance Gate and Ticket Office",Historical landmark,Kabupaten Magelang,4.5,174.0
Punthuk Setumbu,Scenic spot,Kabupaten Magelang,4.6,9236.0
Alun-Alun Kota Magelang,City park,Kota Magelang,4.6,22016.0
Mount Andong,Mountain peak,Kabupaten Magelang,4.7,2103.0
OHD Museum,Art museum,Kota Magelang,4.6,742.0
Top Selfie Pinusan Kragilan,Park,Kabupaten Magelang,4.3,7945.0
Curug Silawe,Tourist attraction,Kabupaten Magelang,4.2,604.0
Svargabumi Borobudur,Recreation center,Kabupaten Magelang,4.8,10059.0
Silancur Highland,Tourist attraction,Kabupaten Magelang,4.6,9501.0
ELO RIVER Magelang Central of Java Indonesia,Raft trip outfitter,Kabupaten Magelang,4.8,976.0
Mangli Skyview,Tourist attraction,Kabupaten Magelang,4.6,1926.0
Eloprogo Art House,Art gallery,Kabupaten Magelang,4.5,640.0
Saloka Theme Park,Theme park,Kabupaten Semarang,4.5,21481.0
Junkyard Autopark & Cafe,Tourist attraction,Kabupaten Magelang,4.3,1686.0
Desa Wisata Candirejo,Tourist attraction,Kabupaten Magelang,4.7,447.0
Dairyland On The Valley,Amusement park,Kabupaten Semarang,4.5,33665.0
Celosia Flower Garden,Amusement park,Kabupaten Semarang,4.4,28720.0
Kota Lama Semarang,Tourist attraction,Kota Semarang,4.8,14967.0
Pagoda Watugong,Pagoda,Kota Semarang,4.6,248.0
Ambarawa Railway Museum,Rail museum,Kabupaten Semarang,4.6,16000.0
Museum Kereta Api Ambarawa,Rail museum,Kabupaten Semarang,4.7,285.0
Stasiun Ambarawa,Museum,Kabupaten Semarang,4.7,1645.0
Umbul Sidomukti,Tourist attraction,Kabupaten Semarang,4.6,8830.0
Marina Beach,Tourist attraction,Kota Semarang,4.2,16386.0
Curug Benowo & Lawe,Tourist attraction,Kabupaten Semarang,4.6,2697.0
Curug Lawe Secepit,Tourist attraction,Kabupaten Kendal,4.8,457.0
Sepakung Village Tourism,Tourist attraction,Kabupaten Semarang,4.5,419.0
Watu Gunung,Water park,Kabupaten Semarang,4.3,6355.0
Benteng Fort Willem I,Fortress,Kabupaten Semarang,4.5,4706.0
Eling Bening,Tourist attraction,Kabupaten Semarang,4.3,25312.0
"Taman Wilis, Semarang",City park,Kota Semarang,4.5,1019.0
Brown Canyon,Tourist attraction,Kota Semarang,4.2,3745.0
Hutan Pinus Kali Pasang,National forest,Kota Surabaya,4.4,619.0
Gunung Prau,Volcano,Kabupaten Batang,4.8,745.0
D'Qiano Waterpark,Water park,Banjarnegara,4.1,2383.0
Tambi Tea Gardens,Botanical garden,Kabupaten Wonosobo,4.7,2799.0
Jungle Toon Waterpark,Water park,Kota Semarang,4.2,1663.0
Kampung Pelangi,Tourist attraction,Kota Semarang,4.3,4430.0
Alun-Alun Wonosobo,Park,Kabupaten Wonosobo,4.6,27905.0
The Pikas Artventure (Wisata Arung Jeram Sungai Serayu),Tourist attraction,Banjarnegara,4.6,3166.0
TRMS Serulingmas Banjarnegara,Zoo,Banjarnegara,4.1,3988.0
Museum Kailasa,Museum,Banjarnegara,4.5,2075.0
Air Terjun Sikarim,Tourist attraction,Kabupaten Wonosobo,4.7,3296.0
Sikarim View Spot,Tourist attraction,Kabupaten Wonosobo,4.8,502.0
Jenggala Waterfall Kalipagu,Tourist attraction,Kabupaten Banyumas,4.7,1758.0
Telaga Sunyi Purwokerto,Tourist attraction,Kabupaten Banyumas,4.6,2466.0
Lobang Sewu,Tourist attraction,Kabupaten Wonosobo,4.3,1417.0
Surya Yudha Park,Tourist attraction,Banjarnegara,4.4,10071.0
Air Terjun Curug Pitu,Tourist attraction,Banjarnegara,4.4,443.0
New Small World (Taman Miniatur Dunia),Amusement park ride,Kabupaten Banyumas,4.2,8949.0
The Village Purwokerto,Tourist attraction,Kabupaten Banyumas,4.3,10354.0
General Sudirman Museum,History museum,Kabupaten Banyumas,4.5,691.0
Bukit Tranggulasih,Tourist attraction,Kabupaten Banyumas,4.3,1110.0
Obyek Wisata Alam Goa Lawa Purbalingga,Tourist attraction,Kabupaten Purbalingga,4.6,4878.0
Baturraden Adventure Forest,Tourist attraction,Kabupaten Banyumas,4.6,783.0
Sanggaluri Park Purbalingga,Tourist attraction,Kabupaten Purbalingga,4.3,3363.0
Alun Alun Kota Purwokerto,City park,Kabupaten Banyumas,4.6,34865.0
Taman Wisata Pendidikan Purbasari Pancuran Mas,Tourist attraction,Kabupaten Purbalingga,4.5,6535.0
Purbasari Pancuran Mas,Swimming pool,Kabupaten Purbalingga,4.6,667.0
Masjid Agung Demak,Mosque,Kabupaten Demak,4.7,22052.0
Pancuran 7 Hotspring,Tourist attraction,Kabupaten Banyumas,4.5,2590.0
Owabong Water Park Purbalingga,Water park,Kabupaten Purbalingga,4.5,17069.0
Kolam Waterboom Owabong,Tourist attraction,Kabupaten Purbalingga,4.6,826.0
Tomb of Sunan Kalijaga,Pilgrimage place,Kabupaten Demak,4.7,7277.0
Water Park Tirtamas Indah,Water park,Kabupaten Cilacap,4.3,1523.0
Alun-Alun Kota Cilacap,City park,Kabupaten Cilacap,4.7,5860.0
Taman Mangrove Morosari Demak,Park,Kabupaten Demak,4.3,656.0
Hutan Mangrove,Tourist attraction,Kabupaten Demak,4.2,140.0
Curug Sumba,Tourist attraction,Kabupaten Purbalingga,4.3,707.0
D'Las Lembah Asri Serang Purbalingga,National reserve,Kabupaten Purbalingga,4.5,8665.0
Posong Natural Park,Tourist attraction,Kabupaten Temanggung,4.6,5899.0
Embung Kledung,Tourist attraction,Kabupaten Temanggung,4.5,5772.0
Menggala Ranch,National reserve,Kabupaten Banyumas,4.5,1057.0
Marine Tourism Morosari,Tourist attraction,Kabupaten Demak,3.9,615.0
Telaga Kumpe,Tourist attraction,Kabupaten Banyumas,4.5,752.0
Pasar Papringan Ngadiprono,Tourist attraction,Kabupaten Temanggung,4.6,2372.0
Bendung Gerak Serayu,Weir,Kabupaten Banyumas,4.3,1732.0
Pikatan Water Park,Water park,Kabupaten Temanggung,4.3,3953.0
Hutan Pinus Limpakuwus,Tourist attraction,Kabupaten Banyumas,4.6,7371.0
Temple Joglo Purwodadi,Tourist attraction,Kabupaten Grobogan,4.3,1734.0
Bledug Kuwu,Tourist attraction,Kabupaten Grobogan,4.2,2712.0
Alun-Alun Purbalingga,City park,Kabupaten Purbalingga,4.4,17643.0
Kledung Pass,Tourist attraction,Kabupaten Temanggung,4.5,955.0
Alun-Alun Demak,City park,Kabupaten Demak,4.5,14317.0
CV. MURAJI,Historical landmark,Kabupaten Purbalingga,4.5,1334.0
Safari Beach Jateng,Zoo,Kabupaten Batang,4.4,5779.0
Mini Taman Safari Beach Batang,Zoo,Kabupaten Batang,4.2,270.0
Curug Bajing,Tourist attraction,Kabupaten Pekalongan,4.5,1639.0
Pantai Ujungnegoro,Tourist attraction,Kabupaten Batang,4.5,1876.0
Guci Pemandian Air Panas,Thermal baths,Kabupaten Tegal,4.5,11860.0
Wisata Bahari PPN Pekalongan,Tourist attraction,Kota Pekalongan,4.2,463.0
Blackcanyon Petungkriyono,Tourist attraction,Kabupaten Pekalongan,4.6,1270.0
Wisata Pagilaran,Tourist attraction,Kabupaten Batang,4.4,4540.0
Curug Putri Palutungan,Tourist attraction,Kabupaten Kuningan,4.6,990.0
Sigandu Beach,Beach,Kabupaten Batang,4.0,2216.0
Pantai Sunter Depok Indah,Beach,Kabupaten Pekalongan,4.1,904.0
Telaga Sigebyar Mangunan,Nature preserve,Kabupaten Pekalongan,4.5,415.0
Benteng Van Der Wijck,Fortress,Kabupaten Kebumen,4.3,1128.0
Waduk Cacaban,Reservoir,Kabupaten Tegal,4.4,659.0
Alam Indah Beach,Beach,Kota Tegal,4.1,5526.0
Goa Jatijajar,Tourist attraction,Kabupaten Kebumen,4.3,10126.0
Forest Kopi,Coffee shop,Kabupaten Batang,4.4,4747.0
Pantai Karang Bolong,Beach,Kabupaten Kebumen,4.2,1262.0
Wisata Mangrove Park Pekalongan,Tourist attraction,Kota Pekalongan,4.1,535.0
Kembanglangit Park,Tourist attraction,Kabupaten Batang,4.5,1085.0
Logending Beach,Beach,Kabupaten Kebumen,4.2,602.0
WATU IRENG,Store,Kabupaten Pekalongan,4.2,698.0
Jodo Beach,Beach,Kabupaten Batang,4.4,536.0
Kebun Teh Medini,Tourist attraction,Kabupaten Kendal,4.5,2331.0
Rita Park Tegal,Theme park,Kota Tegal,4.3,7803.0
Pantai Dewaruci Jatimalang,Tourist attraction,Kabupaten Purworejo,4.4,8845.0
Pitris Ocean View,Tourist attraction,Kabupaten Kebumen,4.5,1059.0
Portuguese Fortress,Fortress,Kabupaten Jepara,4.2,3413.0
Karimunjawa National Park,National park,Kabupaten Jepara,4.7,4463.0
"Bukit Bintang - Glamping, Camping Ground, Campervan Ground, Mountain View",Tourist attraction,Kabupaten Tegal,4.5,497.0
Niagara Beach Surumanis,Tourist attraction,Kabupaten Kebumen,4.4,137.0
Pantai Surumanis Kebumen,Tourist attraction,Kabupaten Kebumen,4.7,1495.0
"Hot Water Boom, GUCI-KU",Water park,Kabupaten Tegal,4.5,8811.0
Goa Seplawan,Tourist attraction,Kabupaten Purworejo,4.5,1321.0
Pantai Kartini,Tourist attraction,Kabupaten Jepara,4.2,15404.0
Penjalin Reservoir,Tourist attraction,Kabupaten Brebes,4.3,3662.0
Purworejo Central Park,City park,Kabupaten Purworejo,4.6,28821.0
Pantai Bopong,Beach,Kabupaten Kebumen,4.1,1219.0
Pulau Panjang,Island,Kabupaten Jepara,4.5,504.0
Kebun Teh Kaligua,Tourist attraction,Kabupaten Brebes,4.5,482.0
Pantai Teluk Awur Jepara,Beach,Kabupaten Jepara,4.1,6398.0
Teluk Awur Beach,Tourist attraction,Kabupaten Jepara,4.3,2954.0
Agrowisata Besaran Hijau Pabrik Gula Jatibarang - Brebes,Tourist attraction,Kabupaten Brebes,4.2,1275.0
Roemah Martha Tilaar,Museum,Kabupaten Kebumen,4.7,1001.0
Hutan Pinus Kalilo,National forest,Kabupaten Purworejo,4.4,1298.0
Pantai Bondo Bangsri,Beach,Kabupaten Jepara,4.3,3322.0
Karang Jahe Beach,Tourist attraction,Kabupaten Rembang,4.4,16288.0
Pantai Widuri Pemalang,Beach,Kabupaten Pemalang,4.1,3570.0
Museum RA Kartini,Museum,Kabupaten Jepara,4.5,1431.0
Alun-Alun Kota Rembang,City park,Kabupaten Rembang,4.5,11747.0
Ketawang Beach Purworejo,Tourist attraction,Kabupaten Purworejo,4.3,2452.0
Bukit Tangkeban,Tourist attraction,Kabupaten Pemalang,4.4,5027.0
Kretek Museum,Museum,Kabupaten Kudus,4.3,4143.0
Benteng Pendem Cilacap,Fortress,Kabupaten Cilacap,4.3,8390.0
Goa Terawang Eco Park,Tourist attraction,Kabupaten Blora,4.3,2460.0
Masjid Al-Aqsha Menara Kudus,Mosque,Kabupaten Kudus,4.8,21630.0
Pantai Widarapayung,Beach,Kabupaten Cilacap,4.4,909.0
Pantai Widarapayung,Beach,Kabupaten Cilacap,4.2,4097.0
Montel Waterfall,Tourist attraction,Kabupaten Kudus,4.2,483.0
Wisata Curug Sibedil Sima Moga Pemalang,Tourist attraction,Kabupaten Pemalang,4.3,1566.0
Kemit Forest Education,Tourist attraction,Kabupaten Cilacap,4.2,4446.0
Wisata Hutan Payau,Tourist attraction,Kabupaten Cilacap,4.2,841.0
Waduk Seloromo,Tourist attraction,Kabupaten Pati,4.5,793.0
Waduk Gembong,Scenic spot,Kabupaten Pati,4.5,112.0
Wisata Agro Puri Muria Colo,Tourist attraction,Kabupaten Kudus,4.5,502.0
Zatobay Waterboom,Water park,Kabupaten Pemalang,4.2,2096.0
Pantai Jetis,Beach,Kabupaten Cilacap,4.3,1379.0
Pantai Pasir Kencana,Beach,Kota Pekalongan,3.9,2443.0
The Hills Vaganza,Tourist attraction,Kabupaten Kudus,3.9,2561.0
Waduk Gunung Rowo,Tourist attraction,Kabupaten Pati,4.3,1084.0
Pantai Maron,Beach,Kota Semarang,3.6,242.0
Dusun Semilir,Theme park,Kabupaten Semarang,4.4,40877.0
Kampung semilir,Playground,Kabupaten Semarang,4.1,161.0
Wisata Semilir,Garden,Kabupaten Semarang,4.4,169.0
Lorotan Semar Waterfall,Tourist attraction,Kabupaten Pati,4.0,848.0
Goa Pancur Jimbaran,Tourist attraction,Kabupaten Pati,4.1,1679.0
Pantai Idola Banyutowo,Tourist attraction,Kabupaten Pati,3.7,701.0
Jembatan Kota Intan,Jembatan,Kota Jakarta Barat,4.4,1920.0
Galeri Indonesia Kaya,Teater Seni Pertunjukan,Kota Jakarta Pusat,4.8,2849.0
Taman Kota Cattleya,Taman Kota,Kota Jakarta Barat,4.5,6645.0
Pasar Seni,Pusat Kesenian,Jakarta Utara,4.4,5495.0
Plaza Indonesia,Pusat Perbelanjaan,Kota Jakarta Pusat,4.7,51697.0
Grand Indonesia,Pusat Perbelanjaan,Kota Jakarta Pusat,4.7,102931.0
Museum Prasasti Jakarta,Museum Sejarah,Kota Jakarta Pusat,4.6,1968.0
Museum Basoeki Abdullah,Museum Seni,Kota Jakarta Selatan,4.7,1313.0
Tugu Proklamasi,Museum,Karawang,4.5,1797.0
Museum Layang-layang Indonesia,Museum,Kota Jakarta Selatan,4.6,1950.0
Museum Perangko Indonesia,Museum,Kota Jakarta Timur,4.4,462.0
Taman Lapangan Banteng,Taman Kota,Kota Jakarta Pusat,4.7,29802.0
Taman Suropati,Taman Kota,Kota Jakarta Pusat,4.6,22270.0
Taman Spathodea,Taman Kota,Kota Jakarta Selatan,4.6,5744.0
Taman Situ Lembang,Taman Kota,Kota Jakarta Pusat,4.6,6849.0
Taman Agro Wisata Cilangkap Jakarta,Taman,Kota Jakarta Timur,4.3,1369.0
Perpustakaan Nasional Republik Indonesia,Perpustakaan Nasional,Kota Jakarta Pusat,4.7,9100.0
Pasar Tanah Abang Blok A,Pusat Perbelanjaan,Kota Jakarta Pusat,4.5,2589.0
Museum Satriamandala,Museum Angkatan Bersenjata,Kota Jakarta Selatan,4.6,8664.0
Kawasan Wisata Kota Tua Jakarta,Tujuan Wisata,Kota Jakarta Barat,4.6,26512.0
Galeri Nasional Indonesia,Museum Seni,Kota Jakarta Pusat,4.7,10772.0
Taman Impian Jaya Ancol,Pusat Rekreasi,Jakarta Utara,4.6,47857.0
Hutan Kota Srengseng,Taman Kota,Kota Jakarta Barat,4.4,10000.0
Gedung Joang '45 - Menteng,Museum Sejarah,Kota Jakarta Pusat,4.6,1877.0
Taman Mini Indonesia Indah,Tujuan Wisata,Kota Jakarta Timur,4.6,174256.0
Masjid Istiqlal,Masjid,Kota Jakarta Pusat,4.8,20046.0
Taman Menteng,Taman Kota,Kota Jakarta Pusat,4.5,21213.0
Museum Sumpah Pemuda,Museum Sejarah,Kota Jakarta Pusat,4.7,1302.0
Cibugary Farm - Wisata Edukasi Cibugary,Tujuan Wisata,Kota Jakarta Timur,4.6,781.0
Museum Sejarah Jakarta,Museum Sejarah,Kota Jakarta Barat,4.6,22846.0
Museum Bank Indonesia,Museum,Kota Jakarta Barat,4.7,11400.0
Museum Nasional Indonesia,Museum,Kota Jakarta Pusat,4.7,20211.0
Taman Ayodia - Barito,Taman Kota,Kota Jakarta Selatan,4.6,11731.0
Monumen Nasional,Monumen,Kota Jakarta Pusat,4.6,122040.0
Jakarta AQuarium Safari,Akuarium,Kota Jakarta Barat,4.8,20494.0
Museum Wayang,Museum Seni,Kota Jakarta Barat,4.5,5135.0
Museum Tekstil Jakarta,Museum,Kota Jakarta Barat,4.5,3158.0
Museum MACAN,Museum Seni,Kota Jakarta Barat,4.5,11758.0
Museum Seni Rupa dan Keramik - Kota Tua Jakarta,Museum Seni,Kota Jakarta Barat,4.5,3871.0
Museum Bahari Jakarta,Museum Bahari,Jakarta Utara,4.5,3468.0
LAWANG SURYAKANCANA,Tujuan Wisata,Kota Bogor,4.6,1233.0
Penangkaran Rusa Situ Gede,Tujuan Wisata,Kota Bogor,4.4,183.0
Genus Coffee & Boutique,Tujuan Wisata,Kota Bogor,4.8,788.0
Marcopolo Water Adventure Bogor,Tujuan Wisata,Kota Bogor,4.5,7223.0
Rivera Outbound & Edutainment,Tujuan Wisata,Kota Bogor,4.6,1346.0
Kebun Raya Bogor,Tujuan Wisata,Kota Bogor,4.7,104142.0
Kampung Labirin,Tujuan Wisata,Kota Bogor,4.6,116.0
Tugu Kujang Bogor,Tujuan Wisata,Kota Bogor,4.7,14815.0
Taman Meksiko,Tujuan Wisata,Kota Bogor,4.6,1995.0
ridwan guide bogor,Penyelenggara Perjalanan,Kota Bogor,4.9,193.0
Museum Zoologi,Tujuan Wisata,Kota Bogor,4.5,6790.0
Museum & Monumen PETA,Tujuan Wisata,Kota Bogor,4.6,1725.0
Museum Tanah dan Pertanian,Tujuan Wisata,Kota Bogor,4.7,823.0
Sumber Karya Indah - SKI Bogor,Tujuan Wisata,Kota Bogor,4.3,4558.0
Hopa Place,Restoran,Kota Bogor,4.8,2220.0
Adamar Kitchen and Lounge,Restoran,Kota Bogor,4.7,4349.0
HAGU Coffee & Space,Kedai Kopi,Kota Bogor,4.6,1253.0
