title,categoryName,city,totalScore,reviewsCount
Billiard Pangrango,Tempat Biliar,Kota Bogor,4.2,409.0
Roofpark Cafe & Restaurant Bogor,Kafe,Kota Bogor,4.5,3446.0
Raindear Coffee House,Kedai Kopi,Kota Bogor,4.9,3565.0
Hujan Rempah,Restoran,Kota Bogor,4.8,4115.0
Kuntum Farmfield,Tujuan Wisata,Kota Bogor,4.5,5460.0
Kampung Durian Rancamaya,Tujuan Wisata,Kota Bogor,4.1,222.0
The Jungle Waterpark Bogor,Tujuan Wisata,Kota Bogor,4.5,26995.0
Saung Eling,Tujuan Wisata,Kota Bogor,4.5,345.0
Himam Tour - Travel Umroh Bogor,Biro Perjalanan dan Wisata,Kota Bogor,5.0,113.0
Hutan Hujan (Coffee Shop),Kedai Kopi,Kota Bogor,4.8,862.0
Sisi Barat Coffee River View,Kedai Kopi,Kota Bogor,4.5,818.0
dokter backpacker - TRAVEL MURAH LIBURAN KE LUAR NEGERI,Biro Perjalanan dan Wisata,Kota Bogor,5.0,135.0
ZAMA HOUSE,Kafe,Kota Bogor,4.9,855.0
Kebin Coffee & Eatery,Kafe,Kota Bogor,4.7,1450.0
Teras Leuweung Awi,Kafe,Kota Bogor,4.5,545.0
Starbucks Coffee,Kedai Kopi,Kota Bogor,4.6,2227.0
De'Jati Coffee Garden,Kedai Kopi,Kota Bogor,4.5,1013.0
Museum Balai Kirti,Tujuan Wisata,Kota Bogor,4.7,1055.0
Museum Nasional Sejarah Alam Indonesia,Tujuan Wisata,Kota Bogor,4.6,1344.0
Devoyage Bogor,Tujuan Wisata,Kota Bogor,4.1,15556.0
Kedai Surabi Duren,Restoran,Kota Bogor,4.6,269.0
Wr/rm kopi & lesehan bang paul puncak habibi,Tujuan Wisata,Kabupaten Sukabumi,4.6,2138.0
Pantai Pelabuhan Ratu – Wisata Pantai Sukabumi,Tujuan Wisata,Kota Palabuhanratu,4.6,4359.0
Puncak Habibie wr/lesehan PUSPA,Tujuan Wisata,Kabupaten Sukabumi,4.7,252.0
Wisata Alam Pantai Sukawayana,Tujuan Wisata,Kabupaten Sukabumi,4.4,330.0
Pantai Palangpang Geopark Ciletuh Sukabumi,Tujuan Wisata,Kabupaten Sukabumi,4.5,1902.0
Geopark Ciletuh,Tujuan Wisata,Kabupaten Sukabumi,4.6,8071.0
Pantai Pasir Putih (P. Kunti),Tujuan Wisata,Kabupaten Sukabumi,4.6,125.0
Taman Bumi Ciletuh Palabuhanratu,Tujuan Wisata,Kabupaten Sukabumi,4.5,2034.0
Pantai Karang Sari,Tujuan Wisata,Kabupaten Sukabumi,4.4,268.0
Desa Wisata Hanjeli ᮓᮦᮞ ᮝᮤᮞᮒ ᮠᮔ᮪ᮏᮨᮜᮤ,Tujuan Wisata,Kabupaten Sukabumi,4.7,104.0
Curug Sodong,Tujuan Wisata,Kabupaten Sukabumi,4.6,5093.0
Pantai Pelabuhan Ratu,Tujuan Wisata,Kabupaten Sukabumi,4.7,1050.0
Pantai Loji Pelabuhan Ratu,Tujuan Wisata,Kabupaten Sukabumi,4.3,298.0
Pantai Cikembang,Tujuan Wisata,Kabupaten Sukabumi,4.4,503.0
Pantai Loji Pelabuhan Ratu,Tujuan Wisata,Kabupaten Sukabumi,4.7,341.0
Bukit Paralayang Ciletuh,Tujuan Wisata,Kabupaten Sukabumi,4.7,202.0
Gunung Tumpeng,Tujuan Wisata,Kabupaten Sukabumi,4.5,128.0
Tanjakan Dini,Tujuan Wisata,Kabupaten Sukabumi,4.9,215.0
Bukit Durian Sagara Sukamaju – Wisata Alam,Tujuan Wisata,Kabupaten Sukabumi,4.4,996.0
Pondok Astika,Tujuan Wisata,Kabupaten Sukabumi,4.4,3524.0
Curug Cimarinjung,Tujuan Wisata,Kabupaten Sukabumi,4.6,2885.0
Bukit Sunset Hill VIlla Resto n Cafe,Tujuan Wisata,Kabupaten Sukabumi,4.4,881.0
Curug Cikanteh,Tujuan Wisata,Kabupaten Sukabumi,4.7,1167.0
Gardu Pandang Puncak Gebang,Tujuan Wisata,Kabupaten Sukabumi,4.6,1378.0
Curug Larangan,Tujuan Wisata,Kabupaten Sukabumi,4.8,455.0
Vihara Nam Hai Kwan Se Im Pu Sa,Tujuan Wisata,Kabupaten Sukabumi,4.6,1774.0
Puncak Buluh - Jampang Sukabumi,Tujuan Wisata,Kabupaten Sukabumi,4.3,372.0
Villa Geopark Ciletuh Sukabumi,Hotel,Kabupaten Sukabumi,4.5,136.0
Puncak Darma Geopark,Taman,Kabupaten Sukabumi,4.7,1320.0
Homestay abreho tomboy,Biro Perjalanan dan Wisata,Kabupaten Sukabumi,4.6,157.0
Villa Familly pantai citepus pelabuhanratu,Vila,Kabupaten Sukabumi,4.0,120.0
Rumah Kopi Sagara,Kedai Kopi,Kabupaten Sukabumi,4.6,189.0
VILLA THE NUGROS,Hotel,Kabupaten Sukabumi,5.0,3716.0
Taman Kota Bekasi,Tujuan Wisata,Kota Bekasi,4.5,1834.0
Kelenteng Hok Lay Kiong,Tujuan Wisata,Kota Bekasi,4.7,929.0
Taman Hijau Pekayon,Tujuan Wisata,Kota Bekasi,4.4,1711.0
Taman Mahoni,Taman Kota,Kota Bekasi,4.7,115.0
Widarin Vacation by PT Wisatapreneur Daring Indonesia,Biro Wisata,Kota Bekasi,4.9,2441.0
Trans Snow World Bekasi,Wahana Bermain Salju Dalam Ruangan,Kota Bekasi,4.4,7022.0
Galaxy Tirtamas Club,Tujuan Wisata,Kota Bekasi,4.3,4886.0
Koma Junkyard,Tempat Minum Bir Luar Ruangan,Kota Bekasi,4.4,3803.0
Mattea Social Space - Bekasi,Bistro,Kota Bekasi,4.8,2228.0
Galleri Kopi,Tempat acara,Kota Bekasi,4.9,215.0
Lagoon Avenue Mall Bekasi,Pusat Perbelanjaan,Kota Bekasi,4.4,10110.0
Cafe Tutur Bekasi,Kafe,Kota Bekasi,4.9,3766.0
Halal Holidays id : Paket Wisata Halal Dunia dan Umroh Plus,Biro Perjalanan dan Wisata,Kota Bekasi,5.0,161.0
Meetcation Tour & Travel,Biro Perjalanan dan Wisata,Kota Bekasi,4.9,173.0
Avenir Tour and Travel,Biro Perjalanan dan Wisata,Kota Bekasi,4.9,1341.0
Grand Galaxy Park,Pusat Perbelanjaan,Kota Bekasi,4.5,29046.0
Tanatap Coffee Bekasi,Kedai Kopi,Kota Bekasi,4.8,1463.0
Yusra Inn Hotel,Hotel,Kota Bekasi,4.3,3054.0
Kedai Maniac,Kafe,Kota Bekasi,4.4,791.0
KOZI Coffee Bekasi,Kafe,Kota Bekasi,4.7,827.0
Bomber Burger - Bekasi,Restoran,Kota Bekasi,4.8,3192.0
Blackswan Coffee House,Kedai Kopi,Kota Bekasi,4.4,767.0
Teras Jahe - Pekayon,Kafe,Kota Bekasi,4.7,328.0
BRIDGE CLUB KARAOKE BILLIARD,Klub Disko,Kota Bekasi,4.4,602.0
Playtopia Pakuwon Mall Bekasi,Taman bermain,Kota Bekasi,4.8,242.0
Sastra Kopi,Kedai Kopi,Kota Bekasi,4.7,317.0
Madam Sichuan Pakuwon Bekasi,Restoran,Kota Bekasi,4.9,683.0
Tahu Gejrot Galaxy,Restoran,Kota Bekasi,4.5,252.0
Roji Ramen Revo Mall Bekasi,Restoran Ramen,Kota Bekasi,4.9,1412.0
FIRST FROZEN KINGDOM - Revo Mall,Wahana Bermain Salju Dalam Ruangan,Kota Bekasi,4.3,4100.0
Kopi Bajawa Flores NTT,Kedai Kopi,Kota Bekasi,4.7,1534.0
"Martabak Sinar Senayan Pekayon jaya, Bekasi Selatan",Restoran Martabak,Kota Bekasi,4.7,313.0
Yard Coffee,Kedai Kopi,Kota Bekasi,4.8,687.0
Seafood Tigadara Pekayon,Restoran Seafood,Kota Bekasi,4.6,2123.0
Ebiga Jjamppong Pakuwon Mall Bekasi,Restoran Korea,Kota Bekasi,4.9,814.0
Karnivor Pakuwon Mall Bekasi,Restoran Steak,Kota Bekasi,4.9,792.0
Kopi Tala Galaxy,Kafe,Kota Bekasi,4.7,587.0
Kopi Koup+,Kedai Kopi,Kota Bekasi,4.7,593.0
Phở Ba Bà - Pakuwon Mall Bekasi,Restoran Pho,Kota Bekasi,5.0,2539.0
Malamig Coffee,Kedai Kopi,Kota Bekasi,4.8,203.0
moeda coffee,Kedai Kopi,Kota Bekasi,4.8,189.0
Sop Janda Jawa Sunda,Restoran,Kota Bekasi,4.3,2013.0
Bebek Ella - Bekasi Selatan,Restoran Jawa Timur,Kota Bekasi,4.3,1772.0
Four Points by Sheraton Bekasi,Hotel,Kota Bekasi,4.9,259.0
Botanique Lounge | Bekasi,Restoran,Kota Bekasi,4.9,372.0
Situ Gede Pintu Masuk,Tujuan Wisata,Kab. Tasikmalaya,4.4,172.0
Taman Rekreasi Mangkubumi Park,Tujuan Wisata,Kab. Tasikmalaya,4.5,1609.0
Taman Bermain Dadaha,Taman,Kab. Tasikmalaya,4.5,112.0
Pasir Pataya Tasikmalaya,Tujuan Wisata,Kab. Tasikmalaya,4.3,631.0
Tugu Asmaul Husna,Tujuan Wisata,Kab. Tasikmalaya,4.5,432.0
Alun-Alun Kota Tasikmalaya,Tujuan Wisata,Kab. Tasikmalaya,4.6,9119.0
Kafe Balarea Kopi,Kafe,Kab. Tasikmalaya,4.6,339.0
ROEMPI-Awipari,Kafe,Kab. Tasikmalaya,4.5,231.0
Kedai Rz,Kedai Kopi,Kab. Tasikmalaya,4.3,184.0
Rumah Makan Sate Condong,Restoran Sate,Kab. Tasikmalaya,4.5,414.0
Cangkang Kopi,Kafe,Kab. Tasikmalaya,4.5,669.0
Roemah,Kafe,Kab. Tasikmalaya,4.7,178.0
Today's Coffee,Kedai Kopi,Kab. Tasikmalaya,4.6,291.0
PA-Brick Space,Kafe,Kab. Tasikmalaya,4.6,162.0
Narassi Coffee,Kedai Kopi,Kab. Tasikmalaya,4.7,546.0
Taruh Coffee Roastery,Kedai Kopi,Kab. Tasikmalaya,4.7,236.0
911 Coffee,Kedai Kopi,Kab. Tasikmalaya,4.3,221.0
Warung Tepi Rel,Kafe,Kab. Tasikmalaya,4.5,388.0
Kopi Kenangan - Ruko Martadinata Tasikmalaya,Kedai Kopi,Kab. Tasikmalaya,4.7,216.0
Bubur Biasa Malam,Restoran Bubur,Kab. Tasikmalaya,4.6,413.0
Kopi Siloka - Indihiang,Kedai Kopi,Kab. Tasikmalaya,4.5,987.0
Yo Tours & Travel,Biro Perjalanan dan Wisata,Kab. Tasikmalaya,4.9,294.0
MAYASI RANCABANGO,Restoran,Kab. Tasikmalaya,4.5,691.0
Caspia Coffee,Kedai Kopi,Kab. Tasikmalaya,4.9,746.0
"Kopi Rempah Trem, Tasikmalaya",Kedai Kopi,Kab. Tasikmalaya,4.5,628.0
Pull and Shot Coffee,Kedai Kopi,Kab. Tasikmalaya,4.8,787.0
KARMA COFFEE TASIKMALAYA,Kedai Kopi,Kab. Tasikmalaya,4.7,131.0
Rumah Kopi Baretto,Kedai Kopi,Kab. Tasikmalaya,4.5,857.0
Kupat Tahu Taman Putra Simpang Lima,Restoran Tahu,Kab. Tasikmalaya,4.5,241.0
SOMETHINK COFFEE,Kedai Kopi,Kab. Tasikmalaya,4.7,121.0
Warung Sate Madura H. Saipuddin,Restoran Sate,Kab. Tasikmalaya,4.6,464.0
Warung Ketan Susu WKS,Kafe,Kab. Tasikmalaya,4.5,1069.0
TOMORO COFFEE - Martadinata Tasikmalaya,Kedai Kopi,Kab. Tasikmalaya,4.9,230.0
Soulja,Kedai Kopi,Kab. Tasikmalaya,5.0,123.0
Kebon Djati Eatery,Restoran Keluarga,Kab. Tasikmalaya,4.5,1363.0
Kopitiam 242,Kedai Kopi,Kab. Tasikmalaya,4.5,338.0
Citebaks,Restoran Martabak,Kab. Tasikmalaya,4.5,319.0
"Sate Senayan, Cinere",Restoran Indonesia,Kota Depok,4.4,881.0
Setu cilangkap,Tujuan Wisata,Kota Depok,4.5,238.0
Algontory stable dpk,Tujuan Wisata,Kota Depok,4.7,104.0
Studio Alam TVRI Depok Jawa Barat,Studio film,Kota Depok,4.3,4013.0
Kopi Kenangan - Ruko Gandul,Kedai Kopi,Kota Depok,4.5,417.0
Danau Kenanga,Tujuan Wisata,Kota Depok,4.7,1397.0
Taman Pemuda Pratama,Tujuan Wisata,Kota Depok,4.5,3150.0
Walking Drums Margonda Depok,Kafe,Kota Depok,4.5,2096.0
ARTiVATOR,Tempat acara,Kota Depok,4.3,1855.0
Bagi Kopi Margonda Raya,Kedai Kopi,Kota Depok,4.7,1502.0
HANGGAR KOPI - Cafe dan Coffee Roastery,Tempat acara,Kota Depok,4.6,502.0
Knanga Kulineri,Restoran,Kota Depok,4.4,1094.0
Warnoes Margonda,Kedai Kopi,Kota Depok,4.7,632.0
LOUIS CAFE,Kafe,Kota Depok,4.6,1925.0
Dopamine Avenue,Kedai Kopi,Kota Depok,4.5,505.0
Hidden Haus Space,Kedai Kopi,Kota Depok,4.6,481.0
Djournal Coffee - Margo City,Kedai Kopi,Kota Depok,4.8,854.0
Point Coffee,Kedai Kopi,Kota Depok,4.9,193.0
oi coffee & eatery,Kedai Kopi,Kota Depok,4.9,2676.0
Kampung Kecil Depok Sawangan,Restoran,Kota Depok,4.7,7580.0
D'Kandang Amazing Farm,Tujuan Wisata,Kota Depok,4.3,7170.0
Situ Sidomukti,Tujuan Wisata,Kota Depok,4.3,591.0
Kolam Renang Putri Duyung,Tujuan Wisata,Kota Depok,4.5,1107.0
Taman Mekarsari,Tujuan Wisata,Kota Depok,4.5,1109.0
Putri Duyung Waterboom,Tujuan Wisata,Kota Depok,4.5,2915.0
Green Lake View Waterpark,Tujuan Wisata,Kota Depok,4.3,3746.0
Canon Billiard,Tempat Biliar,Kota Depok,4.4,940.0
PT Ventura Semesta Wisata (Ventour),Biro Perjalanan dan Wisata,Kota Depok,4.9,2230.0
Fat Bubble Margonda,Restoran Hidangan Penutup,Kota Depok,4.5,2405.0
Warnoes Juanda,Kedai Kopi,Kota Depok,4.6,840.0
Bajawa Flores NTT Depok,Kedai Kopi,Kota Depok,4.7,2684.0
INTERAKSI SPACE,Kedai Kopi,Kota Depok,4.5,1737.0
Ruangnamu,Kafe,Kota Depok,4.7,1446.0
Starbucks Coffee - Margonda Raya,Kedai Kopi,Kota Depok,4.6,1974.0
Starbucks Coffee - Margo City,Kedai Kopi,Kota Depok,4.6,2038.0
Situ Sawangan Bojongsari,Tujuan Wisata,Kota Depok,4.3,309.0
Ol’ Pops Coffee Cinangka,Kafe,Kota Depok,4.6,1320.0
Kopi Per Hari (Kopi/Hari) Pengasinan,Kafe,Kota Depok,4.9,1242.0
Goeboek Bamboe Cinangka,Restoran Seafood,Kota Depok,4.4,1373.0
Gemintang,Restoran Keluarga,Kota Depok,4.9,1516.0
Ramen Giant Cijerah,Restoran Ramen,Kota Cimahi,4.3,1171.0
SEBLAK TEH BETTY CIMAHI,Restoran seblak,Kota Cimahi,4.6,484.0
Indomaret,Minimarket,Kota Cimahi,4.0,139.0
Momoyo - Cijerah Melong Asih,Toko Es Krim,Kota Bandung,4.6,273.0
Indomaret,Minimarket,Kota Cimahi,4.3,170.0
Taman Kartini,Tujuan Wisata,Kota Cimahi,4.3,4775.0
Masjid Jami' Al Baakhirah,Tujuan Wisata,Kota Cimahi,4.8,1093.0
Bunderan Leuwigajah,Taman Kota,Kota Cimahi,4.2,2496.0
Kopi Insight Cabang Baros Cimahi,Kedai Kopi,Kota Cimahi,4.9,3604.0
Kampung Cireundeu,Pusat kebudayaan,Kota Cimahi,4.7,508.0
Alfamart Nanjung Cibodas,Minimarket,Kota Cimahi,3.9,143.0
Venus Cimahi,Tujuan Wisata,Kota Cimahi,4.6,1158.0
Kampung Buyut Cipageran (Kabuci) Asih Putera,Tujuan Wisata,Kota Cimahi,4.5,2712.0
Plaza Taman Rakyat Pemkot Cimahi,Taman,Kota Cimahi,4.3,156.0
Gadespace Cimahi,Tempat acara,Kota Cimahi,4.9,135.0
Alun alun cimahi,Taman,Kota Cimahi,4.8,193.0
"Joffi Ramen, Dimsum - Cimahi Kota",Restoran Ramen,Kota Cimahi,4.7,1014.0
TEMU KITA COFFEE TERRACE,Kedai Kopi,Kota Cimahi,4.6,430.0
Neka Kopi,Kedai Kopi,Kota Cimahi,4.2,2230.0
Kopi Calf To Go Cimahi,Kedai Kopi,Kota Cimahi,4.8,178.0
Huna Ruma,Kafe,Kota Cimahi,4.8,104.0
EIGER Adventure Store Raya Barat Cimahi,Toko Olahraga Luar Ruangan,Kota Cimahi,4.9,358.0
DAHAN COFFEE BACKYARD,Kedai Kopi,Kota Cimahi,4.8,285.0
Warung Kopi Duren,Kedai Kopi,Kota Cimahi,4.8,462.0
Indomaret,Minimarket,Kota Cimahi,4.4,179.0
Roempi Coffee Cimahi,Kafe,Kota Cimahi,4.7,148.0
Wizzmie Cimahi,Restoran Mie,Kota Cimahi,4.7,5917.0
Milkyverse Cimahi,Taman bermain,Kota Cimahi,4.4,203.0
Ramayana Cimahi,Toko Pakaian,Kota Cimahi,4.3,3297.0
Ganesha Operation Cimahi,Pusat Belajar,Kota Cimahi,5.0,454.0
MINISO CIMAHI OFFICIAL STORE,Pusat Perbelanjaan,Kota Cimahi,4.7,189.0
Rabbani Cimahi,Toko Pakaian,Kota Cimahi,4.6,1019.0
KiFC Photo Studio Cimahi,Studio Fotografi,Kota Cimahi,4.7,1589.0
RM. Ibu Haji Cijantung (IHC) ASLI Purwakarta,Restoran Sunda,Kota Cimahi,4.3,1588.0
Baso Laswi Cimahi,Restoran,Kota Cimahi,4.8,331.0
Sentra Ikan Hias,Pasar,Kota Cimahi,4.7,187.0
BCA KCP Cimahi,Bank,Kota Cimahi,3.9,166.0
Bank Mandiri,Bank,Kota Cimahi,4.7,1120.0
Chita tour and travel,Biro Perjalanan dan Wisata,Kota Cimahi,5.0,192.0
Cenghar Kopi,Kedai Kopi,Kota Cimahi,4.4,2539.0
Bento Kopi Cimahi,Kedai Kopi,Kota Cimahi,4.5,805.0
British American Tobacco (BAT),Tujuan Wisata,Kota Cirebon,4.6,3040.0
Alun-Alun Kejaksan Kota Cirebon,Tujuan Wisata,Kota Cirebon,4.5,17345.0
Kalijaga,Tujuan Wisata,Kota Cirebon,4.4,105.0
Taman Wisata Goa Sunyaragi Cirebon,Tujuan Wisata,Kota Cirebon,4.4,12841.0
Petilasan Sunan Kalijaga,Tujuan Wisata,Kota Cirebon,4.6,893.0
Pantai Kejawanan Kota Cirebon,Tujuan Wisata,Kota Cirebon,4.1,5601.0
Ki Gede Pedati,Tujuan Wisata,Kota Cirebon,4.6,113.0
Keraton Kasepuhan,Tujuan Wisata,Kota Cirebon,4.5,17433.0
Masjid Merah Panjunan,Tujuan Wisata,Kota Cirebon,4.7,1253.0
Masjid Raya At-Taqwa Kota Cirebon,Tujuan Wisata,Kota Cirebon,4.8,12684.0
Cirebon Waterland Ade Irma Suryani,Tujuan Wisata,Kota Cirebon,4.1,7620.0
Keraton Kacirebonan,Tempat acara,Kota Cirebon,4.6,2282.0
Penggung,Restoran,Kota Cirebon,4.7,123.0
Rengganis rumah buku & kopi,Kedai Kopi,Kota Cirebon,4.8,207.0
Alfamart Sudirman-Cirebon,Minimarket,Kota Cirebon,4.1,143.0
Gedung Negara Cirebon,Tujuan Wisata,Kota Cirebon,4.6,345.0
RedDoorz near Kejaksan Station Cirebon,Hotel,Kota Cirebon,4.0,137.0
Ini Kopi Ulon,Kedai Kopi,Kota Cirebon,4.8,403.0
"My Story Cafe, Bistro & Social House",Kafe,Kota Cirebon,4.5,1306.0
Indomaret Mayor Sastra Atmadja,Minimarket,Kota Cirebon,4.4,181.0
Terajeh Coffee and Steak House,Kedai Kopi,Kota Cirebon,4.5,1359.0
Aethernic Clinic Cirebon,Klinik Perawatan Kulit,Kota Cirebon,5.0,354.0
Nobu Bank Cirebon,Bank,Kota Cirebon,4.9,155.0
GADO-GADO AYAM MANG DJUM CIREBON,Restoran Indonesia,Kota Cirebon,4.5,373.0
Rumah Kue Nyonya Lani,Toko Kue,Kota Cirebon,4.4,272.0
Bakso Rudal Mas Kemet,Restoran Bakso,Kota Cirebon,4.3,167.0
Serabi Pulasaren,Pujasera,Kota Cirebon,4.5,220.0
Soto Ayam Semarang - Pulasaren,Restoran Jawa,Kota Cirebon,4.5,298.0
Baso Sidodadi Mas Joni,Restoran Bakso,Kota Cirebon,4.6,639.0
EO Fun games & City tour,Kantor Perusahaan,Kota Cirebon,5.0,161.0
Andalus City Cirebon,Pusat Bisnis,Kota Cirebon,4.6,266.0
Ini Kopi Ulon Ciremai Raya,Kafe,Kota Cirebon,4.8,485.0
Wizzmie Cirebon kesambi,Restoran,Kota Cirebon,4.8,14525.0
Richeese Factory Ciremai Raya,Restoran,Kota Cirebon,4.5,621.0
Museum Kota Lama,Museum,Kota Semarang,4.6,1530.0
Pura Agung Giri Natha Semarang,Pura,Kota Semarang,4.8,1366.0
Museum Kereta Api Ambarawa,Museum Rel Kereta,Kabupaten Semarang,4.6,15971.0
Monumen Palagan Ambarawa,Monumen,Kabupaten Semarang,4.5,4715.0
GPIB Immanuel Semarang (Gereja Blenduk),Gereja Protestan,Kota Semarang,4.6,2729.0
Masjid Kapal Assafinatun Najah,Masjid,Kota Semarang,4.1,2617.0
Pecinan Semarang,Tujuan Wisata,Kota Semarang,4.5,4434.0
Taman Kasmaran,Taman,Kota Semarang,4.5,1141.0
Lawang Sewu Semarang,Tujuan Wisata,Kota Semarang,4.6,70474.0
Hutan Wisata Tinjomoyo Semarang,Bumi perkemahan,Kota Semarang,4.3,974.0
Desa Wisata Lembah Kalipancur,Tujuan Wisata,Kota Semarang,3.9,2049.0
Lisin gedongsongo,Tujuan Wisata,Kabupaten Semarang,4.6,17059.0
Kolam Renang Tirto Argo Siwarak,Taman Rekreasi Air,Kabupaten Semarang,4.4,4440.0
SAM POO KONG,Vihara,Kota Semarang,4.5,28040.0
Grand Maerakaca Taman Mini Jawa Tengah,Tujuan Wisata,Kota Semarang,4.4,5527.0
Pantai Cipta,Pantai Umum,Kota Semarang,4.1,824.0
Pantai Marina,Tujuan Wisata,Kota Semarang,4.2,16336.0
Jembatan Biru Sumurup Rawa pening,Tujuan Wisata,Kabupaten Semarang,4.3,2789.0
Taman Pandanaran,Taman Kota,Kota Semarang,4.4,1890.0
Masjid Agung Al Mabrur Ungaran,Masjid,Kabupaten Semarang,4.7,694.0
Taman Indonesia Kaya,Taman Kota,Kota Semarang,4.6,15191.0
Tugu Muda Semarang,Bangunan Bersejarah,Kota Semarang,4.7,14852.0
Thematic Kampung Jawi,Tujuan Wisata,Kota Semarang,4.6,2880.0
Air Terjun Semirang,Tujuan Wisata,Kabupaten Semarang,4.6,1665.0
Kebun Durian dan Wisata Edukasi Watu Simbar,Tujuan Wisata,Kota Semarang,4.1,849.0
Kampung Batik Gedong Semarang,Tujuan Wisata,Kota Semarang,4.4,1400.0
Gua Maria Kerep Ambarawa,Tempat Ziarah,Kabupaten Semarang,4.9,4373.0
Kampoeng Rawa,Tujuan Wisata,Kabupaten Semarang,4.3,3677.0
Kampoeng Kopi Banaran,Tujuan Wisata,Kabupaten Semarang,4.4,14728.0
Jurang Tembelan Kanigoro,Tujuan Wisata,Kabupaten Bantul,4.5,4138.0
Lava Bantal,Taman,Kabupaten Sleman,4.4,1224.0
Goa Rancang Kencono,Tujuan Wisata,Kabupaten Gunungkidul,4.3,810.0
Watu Goyang,Tujuan Wisata,Kabupaten Bantul,4.4,1650.0
Bunker Kaliadem Merapi,Tujuan Wisata,Kabupaten Sleman,4.6,17779.0
Pasar Kebon Empring Bintaran,Tujuan Wisata,Kabupaten Bantul,4.5,3035.0
The World Landmarks - Merapi Park Yogyakarta,Taman,Kabupaten Sleman,4.3,18501.0
Pintoe Langit Dahromo,Tujuan Wisata,Kabupaten Bantul,4.4,1304.0
Tebing Breksi,Tujuan Wisata,Kabupaten Sleman,4.5,66576.0
Embung Tambakboyo,Taman,Kabupaten Sleman,4.4,11059.0
Teras Kaca Pantai Nguluran,Titik Pemandangan,Kabupaten Gunungkidul,4.1,3517.0
Gembira Loka Zoo (Pintu masuk Timur),Kebun Binatang,Kota Yogyakarta,4.6,51548.0
Puncak Segoro,Tujuan Wisata,Kabupaten Gunungkidul,4.4,2991.0
Galaxy Waterpark,Taman Rekreasi Air,Kabupaten Bantul,4.4,3923.0
Hutan Pinus Asri,Area Rekreasi Alam,Kabupaten Bantul,4.5,5056.0
The Lost World Castle,Tujuan Wisata,Kabupaten Sleman,4.3,22325.0
Kebun Teh Nglinggo,Tujuan Wisata,Kabupaten Kulon Progo,4.5,4340.0
Wisata Alam Kalibiru,Tujuan Wisata,Kabupaten Kulon Progo,4.4,7538.0
Goa Pindul,Tujuan Wisata,Kabupaten Gunungkidul,4.5,8172.0
Taman Pelangi Jogja,Taman Hiburan,Kabupaten Sleman,4.2,6122.0
Bukit Wisata Pulepayung,Tujuan Wisata,Kabupaten Kulon Progo,4.5,4931.0
Kampung Wisata Taman Sari,Bangunan Bersejarah,Kota Yogyakarta,4.6,45138.0
Kebun Buah Mangunan,Tujuan Wisata,Kabupaten Bantul,4.7,5043.0
Bukit Paralayang Watugupit,Tujuan Wisata,Kabupaten Gunungkidul,4.7,14823.0
Kedung Pedut,Tujuan Wisata,Kabupaten Kulon Progo,4.5,3976.0
Seribu Batu Songgo Langit,Tujuan Wisata,Kabupaten Bantul,4.6,6884.0
Tugu Jogja,Bangunan Bersejarah,Kota Yogyakarta,4.8,51793.0
Geoforest Watu Payung Turunan,Tujuan Wisata,Kabupaten Gunungkidul,4.5,883.0
Bukit Lintang Sewu,Pusat Rekreasi,Kabupaten Bantul,4.5,3184.0
Monumen Serangan Umum 1 Maret 1949,Monumen,Kota Yogyakarta,4.6,2612.0
Bendhung Lepen,Tujuan Wisata,Kota Yogyakarta,4.7,1749.0
Pantai Indrayanti,Pantai Umum,Kabupaten Gunungkidul,4.5,10465.0
Watu Mabur Mangunan,Tujuan Wisata,Kabupaten Bantul,4.5,1033.0
Titik Nol Kilometer Yogyakarta,Tujuan Wisata,Kota Yogyakarta,4.8,57345.0
SKE City Park Yogyakarta,Taman Hiburan,Kabupaten Sleman,4.2,17364.0
Hutan Pinus Mangunan,Pusat Rekreasi,Kabupaten Bantul,4.6,27046.0
Gunung Api Purba Nglanggeran,Tujuan Wisata,Kabupaten Gunungkidul,4.6,3472.0
Hutan Pinus Pengger,Hutan Nasional,Kabupaten Bantul,4.5,27095.0
Pasar Tradisional Beringharjo,Pasar,Kota Yogyakarta,4.6,90007.0
Candi Borobudur,Vihara,Kabupaten Magelang,4.7,103467.0
Candi Prambanan,Pura,Kabupaten Sleman,4.7,107864.0
Pantai Kukup,Tujuan Wisata,Kabupaten Gunungkidul,4.6,6809.0
Candi Ijo,Pura,Kabupaten Sleman,4.8,2002.0
Bentara Budaya Yogyakarta (BBY),Pusat Kesenian,Kota Yogyakarta,4.6,1109.0
Kawasan Wisata Malioboro,Tujuan Wisata,Kota Yogyakarta,4.7,5438.0
Desa Wisata Pulesari,Tujuan Wisata,Kabupaten Sleman,4.5,3169.0
Wisata Hutan Mangrove Wana Tirta,Tujuan Wisata,Kabupaten Kulon Progo,4.1,1395.0
